ESTU_SNIES_PRGMACADEMICO,GRUPOREFERENCIA
15538,CIENCIAS SOCIALES
15540,EDUCACIÓN
15555,BELLAS ARTES Y DISEÑO
15569,BELLAS ARTES Y DISEÑO
15577,BELLAS ARTES Y DISEÑO
15593,CIENCIAS SOCIALES
15613,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
15614,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
15623,CIENCIAS SOCIALES
15638,CIENCIAS SOCIALES
15683,CONTADURÍA Y AFINES
15702,CONTADURÍA Y AFINES
15706,ECONOMÍA
15767,EDUCACIÓN
15769,EDUCACIÓN
15770,EDUCACIÓN
15803,HUMANIDADES
15808,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
15895,ADMINISTRACIÓN Y AFINES
15897,ADMINISTRACIÓN Y AFINES
15898,ADMINISTRACIÓN Y AFINES
15946,EDUCACIÓN
15948,EDUCACIÓN
15949,EDUCACIÓN
15994,CIENCIAS NATURALES Y EXACTAS
16010,PSICOLOGÍA
16011,BELLAS ARTES Y DISEÑO
16014,CIENCIAS SOCIALES
16017,PSICOLOGÍA
16018,CIENCIAS SOCIALES
16039,CONTADURÍA Y AFINES
16089,CIENCIAS NATURALES Y EXACTAS
16147,CIENCIAS SOCIALES
16169,CIENCIAS NATURALES Y EXACTAS
16171,BELLAS ARTES Y DISEÑO
16205,ADMINISTRACIÓN Y AFINES
16213,ADMINISTRACIÓN Y AFINES
16222,ADMINISTRACIÓN Y AFINES
16224,ADMINISTRACIÓN Y AFINES
16228,ADMINISTRACIÓN Y AFINES
16234,INGENIERÍA
16249,EDUCACIÓN
16251,ECONOMÍA
16264,EDUCACIÓN
16489,EDUCACIÓN
16491,EDUCACIÓN
16837,EDUCACIÓN
16839,EDUCACIÓN
16840,EDUCACIÓN
16841,EDUCACIÓN
16842,EDUCACIÓN
16843,EDUCACIÓN
16846,INGENIERÍA
16867,CONTADURÍA Y AFINES
16868,EDUCACIÓN
16895,CONTADURÍA Y AFINES
16902,ADMINISTRACIÓN Y AFINES
16903,BELLAS ARTES Y DISEÑO
16904,INGENIERÍA
16905,INGENIERÍA
16912,INGENIERÍA
16914,CIENCIAS SOCIALES
16915,CIENCIAS NATURALES Y EXACTAS
16916,CIENCIAS NATURALES Y EXACTAS
16919,BELLAS ARTES Y DISEÑO
16920,CIENCIAS NATURALES Y EXACTAS
16921,CIENCIAS NATURALES Y EXACTAS
16922,INGENIERÍA
16923,CIENCIAS NATURALES Y EXACTAS
16924,CIENCIAS SOCIALES
16925,INGENIERÍA
16926,CIENCIAS AGROPECUARIAS 
16938,HUMANIDADES
16939,INGENIERÍA
16940,INGENIERÍA
16941,INGENIERÍA
16999,ADMINISTRACIÓN Y AFINES
17371,DERECHO
17407,DERECHO
17411,DERECHO
17443,CIENCIAS NATURALES Y EXACTAS
17487,INGENIERÍA
17489,INGENIERÍA
17490,INGENIERÍA
17492,INGENIERÍA
17498,CIENCIAS NATURALES Y EXACTAS
17506,INGENIERÍA
17521,SALUD
17524,SALUD
17577,INGENIERÍA
17579,INGENIERÍA
17581,CIENCIAS NATURALES Y EXACTAS
17582,INGENIERÍA
17593,INGENIERÍA
17630,INGENIERÍA
17632,INGENIERÍA
17691,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
17692,CIENCIAS SOCIALES
17702,CIENCIAS SOCIALES
17704,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
17711,CIENCIAS NATURALES Y EXACTAS
17723,CIENCIAS SOCIALES
17733,CIENCIAS AGROPECUARIAS 
17734,CIENCIAS NATURALES Y EXACTAS
17790,CONTADURÍA Y AFINES
17791,ADMINISTRACIÓN Y AFINES
17866,DERECHO
17908,ADMINISTRACIÓN Y AFINES
18679,ADMINISTRACIÓN Y AFINES
18873,INGENIERÍA
18874,INGENIERÍA
18890,INGENIERÍA
18973,HUMANIDADES
18977,ADMINISTRACIÓN Y AFINES
18979,BELLAS ARTES Y DISEÑO
18982,ADMINISTRACIÓN Y AFINES
18984,BELLAS ARTES Y DISEÑO
18989,CONTADURÍA Y AFINES
19032,CIENCIAS SOCIALES
19036,EDUCACIÓN
19042,EDUCACIÓN
19044,EDUCACIÓN
19050,EDUCACIÓN
19052,EDUCACIÓN
19054,EDUCACIÓN
19056,EDUCACIÓN
19058,EDUCACIÓN
19062,BELLAS ARTES Y DISEÑO
19063,EDUCACIÓN
19085,EDUCACIÓN
19086,EDUCACIÓN
19098,EDUCACIÓN
19106,INGENIERÍA
19127,ARQUITECTURA Y URBANISMO 
19134,ECONOMÍA
19160,CIENCIAS AGROPECUARIAS 
19164,CIENCIAS SOCIALES
19193,ADMINISTRACIÓN Y AFINES
19254,ECONOMÍA
19256,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
19259,ADMINISTRACIÓN Y AFINES
19265,DERECHO
19270,BELLAS ARTES Y DISEÑO
19312,HUMANIDADES
19340,ADMINISTRACIÓN Y AFINES
19355,CIENCIAS SOCIALES
19376,PSICOLOGÍA
19380,CIENCIAS SOCIALES
19385,EDUCACIÓN
19388,ADMINISTRACIÓN Y AFINES
19481,EDUCACIÓN
19482,EDUCACIÓN
19483,EDUCACIÓN
19485,EDUCACIÓN
19486,EDUCACIÓN
19514,EDUCACIÓN
19518,INGENIERÍA
19533,CONTADURÍA Y AFINES
19542,EDUCACIÓN
19546,INGENIERÍA
19567,SALUD
19601,EDUCACIÓN
19608,CONTADURÍA Y AFINES
19609,PSICOLOGÍA
19641,CONTADURÍA Y AFINES
19642,ADMINISTRACIÓN Y AFINES
19644,INGENIERÍA
19646,CONTADURÍA Y AFINES
19677,EDUCACIÓN
19714,EDUCACIÓN
19723,CONTADURÍA Y AFINES
19726,BELLAS ARTES Y DISEÑO
19734,ADMINISTRACIÓN Y AFINES
19736,EDUCACIÓN
19737,EDUCACIÓN
19741,EDUCACIÓN
19761,ADMINISTRACIÓN Y AFINES
19763,ADMINISTRACIÓN Y AFINES
19765,ADMINISTRACIÓN Y AFINES
19774,INGENIERÍA
19781,ADMINISTRACIÓN Y AFINES
19785,ADMINISTRACIÓN Y AFINES
19787,ADMINISTRACIÓN Y AFINES
19788,CONTADURÍA Y AFINES
19795,INGENIERÍA
19816,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
19828,ADMINISTRACIÓN Y AFINES
19850,INGENIERÍA
19851,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
19938,BELLAS ARTES Y DISEÑO
19944,HUMANIDADES
19945,INGENIERÍA
19948,CIENCIAS NATURALES Y EXACTAS
19976,HUMANIDADES
19979,ARQUITECTURA Y URBANISMO 
20017,EDUCACIÓN
20018,EDUCACIÓN
20020,EDUCACIÓN
20024,INGENIERÍA
20025,INGENIERÍA
20026,INGENIERÍA
20029,INGENIERÍA
20030,EDUCACIÓN
20034,EDUCACIÓN
20040,INGENIERÍA
20042,INGENIERÍA
20044,MEDICINA
20053,EDUCACIÓN
20059,EDUCACIÓN
20074,INGENIERÍA
20095,INGENIERÍA
20096,INGENIERÍA
20100,ADMINISTRACIÓN Y AFINES
20104,INGENIERÍA
20106,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
20107,ECONOMÍA
20109,CONTADURÍA Y AFINES
20113,INGENIERÍA
20115,INGENIERÍA
20118,BELLAS ARTES Y DISEÑO
20127,ADMINISTRACIÓN Y AFINES
20128,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
20146,BELLAS ARTES Y DISEÑO
20151,INGENIERÍA
20152,ADMINISTRACIÓN Y AFINES
20162,ARQUITECTURA Y URBANISMO 
20164,PSICOLOGÍA
20166,DERECHO
20168,ECONOMÍA
20169,INGENIERÍA
20170,ADMINISTRACIÓN Y AFINES
20171,INGENIERÍA
20172,INGENIERÍA
20181,INGENIERÍA
20185,INGENIERÍA
20191,ADMINISTRACIÓN Y AFINES
20198,ADMINISTRACIÓN Y AFINES
20200,CONTADURÍA Y AFINES
20209,ADMINISTRACIÓN Y AFINES
20210,CONTADURÍA Y AFINES
20211,INGENIERÍA
20212,INGENIERÍA
20214,PSICOLOGÍA
20215,INGENIERÍA
20216,INGENIERÍA
20217,ECONOMÍA
20218,INGENIERÍA
20222,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
20223,INGENIERÍA
20226,ADMINISTRACIÓN Y AFINES
20227,INGENIERÍA
20255,CIENCIAS AGROPECUARIAS 
20256,INGENIERÍA
20259,INGENIERÍA
20261,INGENIERÍA
20263,EDUCACIÓN
20264,EDUCACIÓN
20267,BELLAS ARTES Y DISEÑO
20270,INGENIERÍA
20271,INGENIERÍA
20370,INGENIERÍA
20376,INGENIERÍA
20390,INGENIERÍA
20407,INGENIERÍA
20409,INGENIERÍA
20410,INGENIERÍA
20415,INGENIERÍA
20431,EDUCACIÓN
20433,CIENCIAS SOCIALES
20434,DERECHO
20436,PSICOLOGÍA
20437,CIENCIAS SOCIALES
20440,ADMINISTRACIÓN Y AFINES
20443,ECONOMÍA
20444,EDUCACIÓN
20446,PSICOLOGÍA
20447,INGENIERÍA
20448,CIENCIAS NATURALES Y EXACTAS
20450,ADMINISTRACIÓN Y AFINES
20457,CIENCIAS AGROPECUARIAS 
20476,CIENCIAS SOCIALES
20477,BELLAS ARTES Y DISEÑO
20478,EDUCACIÓN
20484,EDUCACIÓN
20497,ADMINISTRACIÓN Y AFINES
20505,CIENCIAS SOCIALES
20506,EDUCACIÓN
20514,INGENIERÍA
20523,ADMINISTRACIÓN Y AFINES
20538,ENFERMERÍA
20543,INGENIERÍA
20546,ENFERMERÍA
20561,INGENIERÍA
20563,INGENIERÍA
20601,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
20602,INGENIERÍA
20603,MEDICINA
20609,INGENIERÍA
20610,INGENIERÍA
20611,CIENCIAS SOCIALES
20616,PSICOLOGÍA
20619,ENFERMERÍA
20638,ECONOMÍA
20641,EDUCACIÓN
20649,EDUCACIÓN
20697,MEDICINA
20699,INGENIERÍA
20700,ARQUITECTURA Y URBANISMO 
20704,SALUD
20706,DERECHO
20708,ADMINISTRACIÓN Y AFINES
20709,CONTADURÍA Y AFINES
20710,INGENIERÍA
20711,INGENIERÍA
20712,SALUD
20713,BELLAS ARTES Y DISEÑO
20716,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
20734,SALUD
20739,ADMINISTRACIÓN Y AFINES
20824,MEDICINA
20828,INGENIERÍA
20837,DERECHO
20856,ADMINISTRACIÓN Y AFINES
20873,INGENIERÍA
20886,EDUCACIÓN
20914,ENFERMERÍA
20915,CIENCIAS NATURALES Y EXACTAS
20972,ENFERMERÍA
21267,INGENIERÍA
21271,SALUD
21273,SALUD
21274,INGENIERÍA
21275,MEDICINA
21279,INGENIERÍA
21280,ARQUITECTURA Y URBANISMO 
21281,CIENCIAS SOCIALES
21282,DERECHO
21283,ADMINISTRACIÓN Y AFINES
21286,ENFERMERÍA
21298,ADMINISTRACIÓN Y AFINES
21301,SALUD
21305,INGENIERÍA
21310,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
21317,PSICOLOGÍA
21353,CONTADURÍA Y AFINES
21363,INGENIERÍA
21365,SALUD
21366,INGENIERÍA
21368,PSICOLOGÍA
21371,SALUD
21372,SALUD
21373,SALUD
21379,INGENIERÍA
21389,INGENIERÍA
21393,EDUCACIÓN
21399,BELLAS ARTES Y DISEÑO
21405,DERECHO
21423,INGENIERÍA
21450,PSICOLOGÍA
21454,MEDICINA
21455,SALUD
21460,INGENIERÍA
21463,CIENCIAS AGROPECUARIAS 
21464,INGENIERÍA
21465,MEDICINA
21473,CIENCIAS NATURALES Y EXACTAS
21474,CIENCIAS AGROPECUARIAS 
21475,CIENCIAS AGROPECUARIAS 
21478,SALUD
21481,INGENIERÍA
21487,CIENCIAS AGROPECUARIAS 
21488,CIENCIAS NATURALES Y EXACTAS
21514,SALUD
21539,EDUCACIÓN
21548,ADMINISTRACIÓN Y AFINES
51563,ADMINISTRACIÓN Y AFINES
51582,SALUD
51583,ENFERMERÍA
51603,INGENIERÍA
51606,PSICOLOGÍA
51611,INGENIERÍA
51612,CONTADURÍA Y AFINES
51623,ADMINISTRACIÓN Y AFINES
51624,ADMINISTRACIÓN Y AFINES
51635,ADMINISTRACIÓN Y AFINES
51640,EDUCACIÓN
51641,CIENCIAS SOCIALES
51647,DERECHO
51648,EDUCACIÓN
51661,SALUD
51662,ENFERMERÍA
51724,ADMINISTRACIÓN Y AFINES
51728,INGENIERÍA
51731,INGENIERÍA
51733,CIENCIAS NATURALES Y EXACTAS
51736,BELLAS ARTES Y DISEÑO
51738,CIENCIAS SOCIALES
51745,ECONOMÍA
51749,CONTADURÍA Y AFINES
51769,INGENIERÍA
51772,ADMINISTRACIÓN Y AFINES
51773,PSICOLOGÍA
51778,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
51786,CIENCIAS SOCIALES
51788,PSICOLOGÍA
51795,INGENIERÍA
51797,PSICOLOGÍA
51809,ADMINISTRACIÓN Y AFINES
51812,MEDICINA
51817,BELLAS ARTES Y DISEÑO
51821,CIENCIAS SOCIALES
51825,CIENCIAS NATURALES Y EXACTAS
51828,ADMINISTRACIÓN Y AFINES
51831,ADMINISTRACIÓN Y AFINES
51836,CIENCIAS NATURALES Y EXACTAS
51868,ADMINISTRACIÓN Y AFINES
51874,EDUCACIÓN
51876,CIENCIAS AGROPECUARIAS 
51885,CIENCIAS SOCIALES
51887,HUMANIDADES
51986,ADMINISTRACIÓN Y AFINES
51990,ADMINISTRACIÓN Y AFINES
51996,ADMINISTRACIÓN Y AFINES
52000,CIENCIAS NATURALES Y EXACTAS
52001,EDUCACIÓN
52002,INGENIERÍA
52052,INGENIERÍA
52058,BELLAS ARTES Y DISEÑO
52059,CIENCIAS SOCIALES
52061,CIENCIAS AGROPECUARIAS 
52067,EDUCACIÓN
52071,ADMINISTRACIÓN Y AFINES
52072,ADMINISTRACIÓN Y AFINES
52083,ECONOMÍA
52084,INGENIERÍA
52086,ADMINISTRACIÓN Y AFINES
52090,INGENIERÍA
52092,ADMINISTRACIÓN Y AFINES
52100,INGENIERÍA
52112,ECONOMÍA
52124,EDUCACIÓN
52128,INGENIERÍA
52129,INGENIERÍA
52130,INGENIERÍA
52131,INGENIERÍA
52134,ADMINISTRACIÓN Y AFINES
52145,EDUCACIÓN
52149,ADMINISTRACIÓN Y AFINES
52160,INGENIERÍA
52162,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52163,SALUD
52168,ADMINISTRACIÓN Y AFINES
52172,MEDICINA
52174,ARQUITECTURA Y URBANISMO 
52180,ADMINISTRACIÓN Y AFINES
52187,EDUCACIÓN
52189,INGENIERÍA
52190,INGENIERÍA
52192,BELLAS ARTES Y DISEÑO
52193,INGENIERÍA
52197,INGENIERÍA
52199,EDUCACIÓN
52204,ADMINISTRACIÓN Y AFINES
52205,INGENIERÍA
52206,ADMINISTRACIÓN Y AFINES
52207,EDUCACIÓN
52211,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52226,EDUCACIÓN
52243,INGENIERÍA
52244,CIENCIAS NATURALES Y EXACTAS
52253,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52264,BELLAS ARTES Y DISEÑO
52268,ADMINISTRACIÓN Y AFINES
52269,DERECHO
52270,CONTADURÍA Y AFINES
52272,INGENIERÍA
52288,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52299,INGENIERÍA
52310,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52315,CIENCIAS SOCIALES
52316,PSICOLOGÍA
52318,SALUD
52322,CIENCIAS NATURALES Y EXACTAS
52331,INGENIERÍA
52338,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52346,CONTADURÍA Y AFINES
52349,BELLAS ARTES Y DISEÑO
52353,ENFERMERÍA
52355,INGENIERÍA
52356,ADMINISTRACIÓN Y AFINES
52362,BELLAS ARTES Y DISEÑO
52363,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52366,ADMINISTRACIÓN Y AFINES
52371,ADMINISTRACIÓN Y AFINES
52372,ADMINISTRACIÓN Y AFINES
52377,ADMINISTRACIÓN Y AFINES
52382,DERECHO
52384,INGENIERÍA
52392,CONTADURÍA Y AFINES
52397,INGENIERÍA
52399,CIENCIAS SOCIALES
52403,ADMINISTRACIÓN Y AFINES
52409,INGENIERÍA
52410,INGENIERÍA
52416,ENFERMERÍA
52422,INGENIERÍA
52470,ENFERMERÍA
52477,BELLAS ARTES Y DISEÑO
52478,ADMINISTRACIÓN Y AFINES
52490,INGENIERÍA
52503,INGENIERÍA
52509,CIENCIAS AGROPECUARIAS 
52519,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52524,ADMINISTRACIÓN Y AFINES
52536,INGENIERÍA
52541,CIENCIAS SOCIALES
52543,ADMINISTRACIÓN Y AFINES
52549,INGENIERÍA
52550,INGENIERÍA
52551,ARQUITECTURA Y URBANISMO 
52554,INGENIERÍA
52556,ADMINISTRACIÓN Y AFINES
52561,ADMINISTRACIÓN Y AFINES
52562,ADMINISTRACIÓN Y AFINES
52563,ADMINISTRACIÓN Y AFINES
52564,ECONOMÍA
52568,ADMINISTRACIÓN Y AFINES
52569,CONTADURÍA Y AFINES
52573,INGENIERÍA
52574,INGENIERÍA
52584,SALUD
52591,BELLAS ARTES Y DISEÑO
52594,INGENIERÍA
52595,INGENIERÍA
52596,ADMINISTRACIÓN Y AFINES
52601,CIENCIAS NATURALES Y EXACTAS
52602,CIENCIAS SOCIALES
52605,ADMINISTRACIÓN Y AFINES
52612,ADMINISTRACIÓN Y AFINES
52614,INGENIERÍA
52616,INGENIERÍA
52620,SALUD
52635,CIENCIAS NATURALES Y EXACTAS
52639,INGENIERÍA
52644,ADMINISTRACIÓN Y AFINES
52656,INGENIERÍA
52663,CIENCIAS NATURALES Y EXACTAS
52680,INGENIERÍA
52689,CIENCIAS NATURALES Y EXACTAS
52691,INGENIERÍA
52695,DERECHO
52702,INGENIERÍA
52704,INGENIERÍA
52706,INGENIERÍA
52718,ADMINISTRACIÓN Y AFINES
52719,ADMINISTRACIÓN Y AFINES
52721,BELLAS ARTES Y DISEÑO
52722,CIENCIAS AGROPECUARIAS 
52723,MEDICINA
52724,PSICOLOGÍA
52725,SALUD
52726,INGENIERÍA
52759,CIENCIAS SOCIALES
52760,EDUCACIÓN
52761,HUMANIDADES
52763,ADMINISTRACIÓN Y AFINES
52764,ADMINISTRACIÓN Y AFINES
52765,BELLAS ARTES Y DISEÑO
52767,CONTADURÍA Y AFINES
52769,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52777,ADMINISTRACIÓN Y AFINES
52779,ADMINISTRACIÓN Y AFINES
52784,ADMINISTRACIÓN Y AFINES
52785,ADMINISTRACIÓN Y AFINES
52786,ADMINISTRACIÓN Y AFINES
52790,CONTADURÍA Y AFINES
52791,ADMINISTRACIÓN Y AFINES
52796,CIENCIAS AGROPECUARIAS 
52892,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
52894,INGENIERÍA
52898,SALUD
52914,BELLAS ARTES Y DISEÑO
52915,BELLAS ARTES Y DISEÑO
52916,SALUD
52921,ADMINISTRACIÓN Y AFINES
52922,ADMINISTRACIÓN Y AFINES
52928,ADMINISTRACIÓN Y AFINES
52930,CIENCIAS AGROPECUARIAS 
52933,CONTADURÍA Y AFINES
52934,ECONOMÍA
52935,CONTADURÍA Y AFINES
52939,DERECHO
52951,ADMINISTRACIÓN Y AFINES
52964,DERECHO
52966,CIENCIAS NATURALES Y EXACTAS
52967,EDUCACIÓN
52971,MEDICINA
52983,ADMINISTRACIÓN Y AFINES
52985,CIENCIAS AGROPECUARIAS 
52986,ADMINISTRACIÓN Y AFINES
52990,ADMINISTRACIÓN Y AFINES
52994,HUMANIDADES
53015,EDUCACIÓN
53024,ADMINISTRACIÓN Y AFINES
53025,CIENCIAS SOCIALES
53026,CONTADURÍA Y AFINES
53029,DERECHO
53030,DERECHO
53032,CIENCIAS SOCIALES
53036,DERECHO
53037,CIENCIAS AGROPECUARIAS 
53039,ADMINISTRACIÓN Y AFINES
53040,CONTADURÍA Y AFINES
53041,DERECHO
53045,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
53047,ADMINISTRACIÓN Y AFINES
53049,HUMANIDADES
53052,CIENCIAS NATURALES Y EXACTAS
53056,ADMINISTRACIÓN Y AFINES
53058,CIENCIAS SOCIALES
53065,INGENIERÍA
53071,SALUD
53074,ADMINISTRACIÓN Y AFINES
53075,CIENCIAS SOCIALES
53076,ADMINISTRACIÓN Y AFINES
53077,DERECHO
53078,ADMINISTRACIÓN Y AFINES
53080,SALUD
53081,ADMINISTRACIÓN Y AFINES
53087,EDUCACIÓN
53091,DERECHO
53092,INGENIERÍA
53097,CIENCIAS AGROPECUARIAS 
53112,INGENIERÍA
53113,INGENIERÍA
53121,EDUCACIÓN
53124,CIENCIAS SOCIALES
53127,RECREACIÓN Y DEPORTES
53128,ADMINISTRACIÓN Y AFINES
53129,CIENCIAS NATURALES Y EXACTAS
53136,CONTADURÍA Y AFINES
53137,ADMINISTRACIÓN Y AFINES
53138,ADMINISTRACIÓN Y AFINES
53140,ADMINISTRACIÓN Y AFINES
53143,CONTADURÍA Y AFINES
53156,INGENIERÍA
53169,INGENIERÍA
53173,EDUCACIÓN
53175,EDUCACIÓN
53181,ADMINISTRACIÓN Y AFINES
53197,BELLAS ARTES Y DISEÑO
53198,CONTADURÍA Y AFINES
53212,RECREACIÓN Y DEPORTES
53229,CONTADURÍA Y AFINES
53236,ECONOMÍA
53238,CIENCIAS AGROPECUARIAS 
53257,ADMINISTRACIÓN Y AFINES
53260,BELLAS ARTES Y DISEÑO
53283,CIENCIAS NATURALES Y EXACTAS
53288,DERECHO
53296,BELLAS ARTES Y DISEÑO
53303,ADMINISTRACIÓN Y AFINES
53305,ADMINISTRACIÓN Y AFINES
53307,INGENIERÍA
53313,ADMINISTRACIÓN Y AFINES
53331,DERECHO
53334,INGENIERÍA
53340,INGENIERÍA
53343,INGENIERÍA
53352,EDUCACIÓN
53354,INGENIERÍA
53355,HUMANIDADES
53367,HUMANIDADES
53390,INGENIERÍA
53394,BELLAS ARTES Y DISEÑO
53397,DERECHO
53406,ADMINISTRACIÓN Y AFINES
53408,INGENIERÍA
53409,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
53411,DERECHO
53413,INGENIERÍA
53414,BELLAS ARTES Y DISEÑO
53416,ADMINISTRACIÓN Y AFINES
53422,CONTADURÍA Y AFINES
53423,ADMINISTRACIÓN Y AFINES
53427,INGENIERÍA
53429,ADMINISTRACIÓN Y AFINES
53435,INGENIERÍA
53442,ADMINISTRACIÓN Y AFINES
53443,BELLAS ARTES Y DISEÑO
53445,CONTADURÍA Y AFINES
53447,INGENIERÍA
53449,ADMINISTRACIÓN Y AFINES
53456,ADMINISTRACIÓN Y AFINES
53459,HUMANIDADES
53470,ADMINISTRACIÓN Y AFINES
53475,BELLAS ARTES Y DISEÑO
53485,INGENIERÍA
53511,SALUD
53512,CIENCIAS NATURALES Y EXACTAS
53516,ECONOMÍA
53517,BELLAS ARTES Y DISEÑO
53528,CIENCIAS NATURALES Y EXACTAS
53530,ADMINISTRACIÓN Y AFINES
53534,INGENIERÍA
53537,ADMINISTRACIÓN Y AFINES
53538,ADMINISTRACIÓN Y AFINES
53539,DERECHO
53540,INGENIERÍA
53541,BELLAS ARTES Y DISEÑO
53559,ADMINISTRACIÓN Y AFINES
53566,INGENIERÍA
53578,ADMINISTRACIÓN Y AFINES
53583,PSICOLOGÍA
53586,CIENCIAS NATURALES Y EXACTAS
53604,CIENCIAS AGROPECUARIAS 
53605,INGENIERÍA
53610,ADMINISTRACIÓN Y AFINES
53611,CONTADURÍA Y AFINES
53613,INGENIERÍA
53623,INGENIERÍA
53630,PSICOLOGÍA
53631,CONTADURÍA Y AFINES
53632,CONTADURÍA Y AFINES
53635,ADMINISTRACIÓN Y AFINES
53637,ADMINISTRACIÓN Y AFINES
53650,ADMINISTRACIÓN Y AFINES
53668,CONTADURÍA Y AFINES
53670,BELLAS ARTES Y DISEÑO
53688,ADMINISTRACIÓN Y AFINES
53689,CONTADURÍA Y AFINES
53690,ADMINISTRACIÓN Y AFINES
53691,INGENIERÍA
53694,CONTADURÍA Y AFINES
53699,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
53700,ADMINISTRACIÓN Y AFINES
53702,INGENIERÍA
53703,INGENIERÍA
53709,INGENIERÍA
53714,CONTADURÍA Y AFINES
53716,INGENIERÍA
53717,EDUCACIÓN
53718,EDUCACIÓN
53731,CIENCIAS AGROPECUARIAS 
53732,RECREACIÓN Y DEPORTES
53735,INGENIERÍA
53740,DERECHO
53743,ADMINISTRACIÓN Y AFINES
53744,ADMINISTRACIÓN Y AFINES
53751,ADMINISTRACIÓN Y AFINES
53753,CIENCIAS AGROPECUARIAS 
53768,CIENCIAS AGROPECUARIAS 
53774,ADMINISTRACIÓN Y AFINES
53779,CIENCIAS AGROPECUARIAS 
53782,DERECHO
53785,ADMINISTRACIÓN Y AFINES
53787,SALUD
53792,ADMINISTRACIÓN Y AFINES
53797,CONTADURÍA Y AFINES
53818,INGENIERÍA
53835,INGENIERÍA
53837,ECONOMÍA
53840,PSICOLOGÍA
53841,INGENIERÍA
53846,EDUCACIÓN
53857,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
53866,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
53867,BELLAS ARTES Y DISEÑO
53869,BELLAS ARTES Y DISEÑO
53872,INGENIERÍA
53874,PSICOLOGÍA
53876,EDUCACIÓN
53878,CONTADURÍA Y AFINES
53879,EDUCACIÓN
53880,CIENCIAS NATURALES Y EXACTAS
53902,ADMINISTRACIÓN Y AFINES
53907,CIENCIAS AGROPECUARIAS 
53912,ADMINISTRACIÓN Y AFINES
53921,ECONOMÍA
53924,CIENCIAS SOCIALES
53929,CONTADURÍA Y AFINES
53930,BELLAS ARTES Y DISEÑO
53936,ADMINISTRACIÓN Y AFINES
53949,ADMINISTRACIÓN Y AFINES
53953,DERECHO
53957,INGENIERÍA
53966,ADMINISTRACIÓN Y AFINES
53969,CIENCIAS NATURALES Y EXACTAS
53995,EDUCACIÓN
54006,BELLAS ARTES Y DISEÑO
54007,INGENIERÍA
54008,BELLAS ARTES Y DISEÑO
54016,PSICOLOGÍA
54021,INGENIERÍA
54027,INGENIERÍA
54036,HUMANIDADES
54039,ECONOMÍA
54059,EDUCACIÓN
54061,ENFERMERÍA
54067,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
54086,ADMINISTRACIÓN Y AFINES
54088,INGENIERÍA
54095,ADMINISTRACIÓN Y AFINES
54097,DERECHO
54117,EDUCACIÓN
54123,SALUD
54127,CIENCIAS AGROPECUARIAS 
54141,INGENIERÍA
54142,PSICOLOGÍA
54143,PSICOLOGÍA
54148,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
54152,ADMINISTRACIÓN Y AFINES
54153,ADMINISTRACIÓN Y AFINES
54161,EDUCACIÓN
54163,HUMANIDADES
54172,INGENIERÍA
54174,RECREACIÓN Y DEPORTES
54182,CIENCIAS NATURALES Y EXACTAS
54188,ADMINISTRACIÓN Y AFINES
54190,ADMINISTRACIÓN Y AFINES
54194,INGENIERÍA
54198,ADMINISTRACIÓN Y AFINES
54201,EDUCACIÓN
54211,INGENIERÍA
54212,DERECHO
54214,CIENCIAS SOCIALES
54222,EDUCACIÓN
54224,EDUCACIÓN
54237,SALUD
54238,SALUD
54239,INGENIERÍA
54241,SALUD
54263,INGENIERÍA
